1850.042,-0.029955471,-0.427838235
1850.125,-0.029833948,0.064161765
1850.209,-0.029714771,-0.273838235
1850.292,-0.029597894,-0.212838235
1850.375,-0.029483267,-0.094838235
1850.459,-0.029370845,0.058161765
1850.542,-0.029260582,0.235161765
1850.625,-0.029152434,0.194161765
1850.709,-0.029046357,-0.029838235
1850.792,-0.028942309,-0.215838235
1850.875,-0.028840248,0.016161765
1850.959,-0.028740133,-0.008838235
1851.042,-0.028641924,0.121161765
1851.125,-0.028545581,-0.058838235
1851.209,-0.028451067,-0.264838235
1851.292,-0.028358344,-0.251838235
1851.375,-0.028267374,0.074161765
1851.459,-0.028175341,0.174161765
1851.542,-0.02807869,0.179161765
1851.625,-0.027977117,0.203161765
1851.709,-0.027871118,0.241161765
1851.792,-0.027760386,0.257161765
1851.875,-0.027645015,0.255161765
1851.959,-0.027525497,0.278161765
1852.042,-0.027401915,-0.069838235
1852.125,-0.027273954,-0.148838235
1852.209,-0.027141701,-0.254838235
1852.292,-0.02700564,-0.315838235
1852.375,-0.026865451,0.165161765
1852.459,-0.026723996,0.292161765
1852.542,-0.026584878,0.366161765
1852.625,-0.026448444,0.123161765
1852.709,-0.02631464,0.226161765
1852.792,-0.026183411,0.142161765
1852.875,-0.026054705,0.030161765
1852.959,-0.025928469,0.455161765
1853.042,-0.025804652,0.122161765
1853.125,-0.025683206,-0.024838235
1853.209,-0.02556408,0.004161765
1853.292,-0.025447228,-0.077838235
1853.375,-0.025332602,0.079161765
1853.459,-0.025222938,0.158161765
1853.542,-0.025121312,0.337161765
1853.625,-0.025027959,0.244161765
1853.709,-0.024943106,-0.031838235
1853.792,-0.024866583,-0.080838235
1853.875,-0.02479782,-0.102838235
1853.959,-0.024737059,-0.121838235
1854.042,-0.024684137,-0.097838235
1854.125,-0.024638496,-0.027838235
1854.209,-0.024599989,0.080161765
1854.292,-0.024568868,-0.048838235
1854.375,-0.024544984,0.019161765
1854.459,-0.024525408,0.026161765
1854.542,-0.024506874,0.131161765
1854.625,-0.024488568,0.223161765
1854.709,-0.024470484,0.240161765
1854.792,-0.024452617,0.255161765
1854.875,-0.024434964,-0.019838235
1854.959,-0.02441752,0.009161765
1855.042,-0.02440028,0.178161765
1855.125,-0.024383241,-0.081838235
1855.209,-0.024366398,-0.017838235
1855.292,-0.024349748,0.157161765
1855.375,-0.024333286,0.032161765
1855.459,-0.02431701,0.110161765
1855.542,-0.024300914,0.063161765
1855.625,-0.024284995,0.175161765
1855.709,-0.024269251,-0.020838235
1855.792,-0.024253676,0.113161765
1855.875,-0.024238268,0.001161765
1855.959,-0.024223024,-0.183838235
1856.042,-0.02420794,0.219161765
1856.125,-0.024193012,-0.097838235
1856.209,-0.024178238,-0.170838235
1856.292,-0.024163615,-0.103838235
1856.375,-0.024149139,0.088161765
1856.459,-0.024134808,0.124161765
1856.542,-0.024120619,0.013161765
1856.625,-0.024106568,0.041161765
1856.709,-0.024092653,-0.156838235
1856.792,-0.024078872,-0.140838235
1856.875,-0.02406522,-0.279838235
1856.959,-0.024051697,-0.149838235
1857.042,-0.024038299,-0.274838235
1857.125,-0.024025024,-0.078838235
1857.209,-0.02401187,-0.237838235
1857.292,-0.023998833,-0.384838235
1857.375,-0.023985912,-0.294838235
1857.459,-0.02397072,0.025161765
1857.542,-0.023949728,-0.157838235
1857.625,-0.023921862,0.055161765
1857.709,-0.023886864,-0.068838235
1857.792,-0.023844878,-0.161838235
1857.875,-0.023796443,-0.302838235
1857.959,-0.02374169,0.038161765
1858.042,-0.023680747,-0.094838235
1858.125,-0.023613342,-0.291838235
1858.209,-0.023539605,-0.222838235
1858.292,-0.023460063,-0.104838235
1858.375,-0.023374832,-0.257838235
1858.459,-0.023288,-0.129838235
1858.542,-0.023206354,0.038161765
1858.625,-0.023132965,0.056161765
1858.709,-0.023067667,-0.030838235
1858.792,-0.023009897,0.090161765
1858.875,-0.0229599,-0.194838235
1858.959,-0.022917517,-0.079838235
1859.042,-0.022882198,-0.037838235
1859.125,-0.022853797,0.039161765
1859.209,-0.022832573,-0.030838235
1859.292,-0.022818378,0.164161765
1859.375,-0.022810675,0.110161765
1859.459,-0.022809728,0.128161765
1859.542,-0.0228154,0.024161765
1859.625,-0.022827159,0.171161765
1859.709,-0.022845281,-0.191838235
1859.792,-0.022869635,0.063161765
1859.875,-0.022899699,0.049161765
1859.959,-0.022935357,0.005161765
1860.042,-0.022976892,0.034161765
1860.125,-0.023024187,-0.158838235
1860.209,-0.023076727,-0.431838235
1860.292,-0.023134804,-0.018838235
1860.375,-0.023198306,0.013161765
1860.459,-0.023265137,0.049161765
1860.542,-0.023332051,0.125161765
1860.625,-0.023397458,0.148161765
1860.709,-0.02346139,0.167161765
1860.792,-0.023523876,0.029161765
1860.875,-0.023584948,-0.252838235
1860.959,-0.023644633,-0.505838235
1861.042,-0.02370296,-0.648838235
1861.125,-0.023759958,-0.252838235
1861.209,-0.023815655,-0.130838235
1861.292,-0.023870076,-0.029838235
1861.375,-0.023923248,-0.349838235
1861.459,-0.023975197,0.114161765
1861.542,-0.024025949,0.029161765
1861.625,-0.024075528,0.211161765
1861.709,-0.024123958,0.027161765
1861.792,-0.024171263,-0.064838235
1861.875,-0.024217466,-0.093838235
1861.959,-0.02426259,0.010161765
1862.042,-0.024306658,-0.502838235
1862.125,-0.024349691,-0.474838235
1862.209,-0.02439171,-0.194838235
1862.292,-0.024432737,-0.093838235
1862.375,-0.024472792,0.018161765
1862.459,-0.024511895,0.014161765
1862.542,-0.024550066,0.004161765
1862.625,-0.024587323,-0.268838235
1862.709,-0.024623687,-0.095838235
1862.792,-0.024659175,-0.096838235
1862.875,-0.024693806,-0.333838235
1862.959,-0.024727597,-0.597838235
1863.042,-0.024760565,0.256161765
1863.125,-0.024792729,0.159161765
1863.209,-0.024824103,-0.048838235
1863.292,-0.024854705,0.013161765
1863.375,-0.02488455,-0.046838235
1863.459,-0.024912463,-0.087838235
1863.542,-0.024934907,-0.012838235
1863.625,-0.024950007,0.028161765
1863.709,-0.024958309,0.032161765
1863.792,-0.024959555,-0.071838235
1863.875,-0.024953887,-0.082838235
1863.959,-0.024941843,-0.047838235
1864.042,-0.024923553,-0.563838235
1864.125,-0.024898746,-0.292838235
1864.209,-0.024867553,-0.179838235
1864.292,-0.024830503,-0.231838235
1864.375,-0.024787316,-0.032838235
1864.459,-0.024739308,0.173161765
1864.542,-0.024690153,0.146161765
1864.625,-0.02464186,0.018161765
1864.709,-0.024594412,-0.147838235
1864.792,-0.024547791,-0.339838235
1864.875,-0.02450198,-0.086838235
1864.959,-0.024456963,-0.294838235
1865.042,-0.024412723,0.207161765
1865.125,-0.024369244,-0.220838235
1865.209,-0.024326511,-0.277838235
1865.292,-0.024284508,-0.005838235
1865.375,-0.024243221,0.017161765
1865.459,-0.024202634,0.087161765
1865.542,-0.024162336,0.145161765
1865.625,-0.024121924,0.096161765
1865.709,-0.024081399,0.216161765
1865.792,-0.024040765,0.053161765
1865.875,-0.024000022,0.022161765
1865.959,-0.023959173,-0.056838235
1866.042,-0.02391822,0.245161765
1866.125,-0.023877166,0.059161765
1866.209,-0.02383601,-0.250838235
1866.292,-0.023795154,-0.085838235
1866.375,-0.023754591,-0.217838235
1866.459,-0.023713122,0.346161765
1866.542,-0.023667588,0.316161765
1866.625,-0.023616085,0.061161765
1866.709,-0.02355913,0.023161765
1866.792,-0.023496833,-0.048838235
1866.875,-0.023428907,0.097161765
1866.959,-0.023355464,0.105161765
1867.042,-0.023277013,-0.013838235
1867.125,-0.023193259,0.144161765
1867.209,-0.023104308,-0.330838235
1867.292,-0.023010663,0.010161765
1867.375,-0.022912021,-0.226838235
1867.459,-0.022809278,0.013161765
1867.542,-0.022706091,0.056161765
1867.625,-0.022604854,0.005161765
1867.709,-0.022505525,0.206161765
1867.792,-0.022408066,0.175161765
1867.875,-0.022312438,0.095161765
1867.959,-0.022218604,-0.168838235
1868.042,-0.022126526,-0.359838235
1868.125,-0.022036169,-0.246838235
1868.209,-0.021947497,0.090161765
1868.292,-0.021860475,0.037161765
1868.375,-0.021775069,0.177161765
1868.459,-0.021690452,0.139161765
1868.542,-0.021603429,0.408161765
1868.625,-0.021511664,0.259161765
1868.709,-0.021414856,0.095161765
1868.792,-0.021313106,0.118161765
1868.875,-0.021206912,-0.079838235
1868.959,-0.021096363,0.195161765
1869.042,-0.02098115,0.022161765
1869.125,-0.020861366,0.462161765
1869.209,-0.020737501,-0.296838235
1869.292,-0.02060924,0.046161765
1869.375,-0.020476671,0.022161765
1869.459,-0.020340278,-0.031838235
1869.542,-0.020199741,-0.003838235
1869.625,-0.020055143,0.242161765
1869.709,-0.019906962,0.117161765
1869.792,-0.019755271,-0.034838235
1869.875,-0.019599742,0.029161765
1869.959,-0.019440453,-0.119838235
1870.042,-0.019277877,0.144161765
1870.125,-0.019111681,-0.157838235
1870.209,-0.018941938,-0.104838235
1870.292,-0.018769116,0.076161765
1870.375,-0.01859288,0.091161765
1870.459,-0.018413695,0.120161765
1870.542,-0.018235195,0.308161765
1870.625,-0.018060147,0.043161765
1870.709,-0.01788848,0.082161765
1870.792,-0.017720123,-0.045838235
1870.875,-0.017555009,0.079161765
1870.959,-0.017393071,-0.367838235
1871.042,-0.017234243,-0.226838235
1871.125,-0.017078462,-0.274838235
1871.209,-0.016925665,0.198161765
1871.292,-0.01677579,0.143161765
1871.375,-0.016628777,-0.023838235
1871.459,-0.016484567,0.083161765
1871.542,-0.016343104,0.286161765
1871.625,-0.016204329,0.101161765
1871.709,-0.016068187,-0.088838235
1871.792,-0.015934626,-0.105838235
1871.875,-0.01580359,-0.212838235
1871.959,-0.015675029,-0.201838235
1872.042,-0.015548892,-0.109838235
1872.125,-0.015425128,-0.145838235
1872.209,-0.015303688,-0.160838235
1872.292,-0.015184526,0.024161765
1872.375,-0.015067594,0.237161765
1872.459,-0.014952448,0.058161765
1872.542,-0.014832299,0.207161765
1872.625,-0.014700492,0.298161765
1872.709,-0.014557264,0.184161765
1872.792,-0.014402846,0.101161765
1872.875,-0.014237463,0.042161765
1872.959,-0.014061338,-0.175838235
1873.042,-0.013874687,0.182161765
1873.125,-0.013677722,-0.006838235
1873.209,-0.013470653,-0.005838235
1873.292,-0.013253682,-0.180838235
1873.375,-0.013027009,-0.039838235
1873.459,-0.012790829,0.070161765
1873.542,-0.012552089,0.157161765
1873.625,-0.01231799,0.171161765
1873.709,-0.012088436,-0.043838235
1873.792,-0.011863334,-0.038838235
1873.875,-0.011642592,-0.100838235
1873.959,-0.011426121,0.092161765
1874.042,-0.011213832,0.241161765
1874.125,-0.011005639,-0.113838235
1874.209,-0.010801458,-0.305838235
1874.292,-0.010601206,-0.146838235
1874.375,-0.010404803,-0.058838235
1874.459,-0.010212169,-0.198838235
1874.542,-0.010020048,0.131161765
1874.625,-0.00982525,0.017161765
1874.709,-0.00962783,0.148161765
1874.792,-0.00942744,-0.133838235
1874.875,-0.009224141,-0.151838235
1874.959,-0.009018387,-0.032838235
1875.042,-0.00880983,-0.242838235
1875.125,-0.008598525,-0.214838235
1875.209,-0.008384925,-0.268838235
1875.292,-0.008168677,-0.120838235
1875.375,-0.007949834,0.086161765
1875.459,-0.007728844,0.084161765
1875.542,-0.007505353,0.077161765
1875.625,-0.00727941,0.167161765
1875.709,-0.00705146,0.115161765
1875.792,-0.006821543,0.024161765
1875.875,-0.0065893,-0.172838235
1875.959,-0.006354777,-0.220838235
1876.042,-0.006118417,-0.093838235
1876.125,-0.005879857,0.027161765
1876.209,-0.005639141,-0.041838235
1876.292,-0.005396709,-0.009838235
1876.375,-0.005152196,-0.215838235
1876.459,-0.004905644,0.028161765
1876.542,-0.004663052,0.226161765
1876.625,-0.004431091,0.078161765
1876.709,-0.004210341,-0.048838235
1876.792,-0.004000173,-0.026838235
1876.875,-0.003800374,-0.239838235
1876.959,-0.003611127,-0.345838235
1877.042,-0.003432219,-0.040838235
1877.125,-0.003263041,0.227161765
1877.209,-0.003103792,0.159161765
1877.292,-0.00295427,0.029161765
1877.375,-0.002813878,-0.043838235
1877.459,-0.00268283,0.270161765
1877.542,-0.002554974,0.352161765
1877.625,-0.002423094,0.523161765
1877.709,-0.002286477,0.394161765
1877.792,-0.002145217,0.415161765
1877.875,-0.001999409,0.405161765
1877.959,-0.001848747,0.335161765
1878.042,-0.001693327,0.344161765
1878.125,-0.001533644,0.627161765
1878.209,-0.001369783,0.628161765
1878.292,-0.00120143,0.561161765
1878.375,-0.001028676,0.211161765
1878.459,-0.000852006,0.352161765
1878.542,-0.00067428,0.291161765
1878.625,-0.000499094,0.321161765
1878.709,-0.00032719,0.350161765
1878.792,-0.000158501,0.219161765
1878.875,7.04048E-06,0.144161765
1878.959,0.000169498,-0.021838235
1879.042,0.000328936,0.134161765
1879.125,0.000485415,0.112161765
1879.209,0.000638997,0.200161765
1879.292,0.000789742,0.025161765
1879.375,0.000937708,0.051161765
1879.459,0.001082952,0.043161765
1879.542,0.00122553,0.091161765
1879.625,0.001365496,0.170161765
1879.709,0.001502905,0.101161765
1879.792,0.00163781,0.209161765
1879.875,0.001770261,-0.038838235
1879.959,0.001900309,-0.198838235
1880.042,0.002028003,0.083161765
1880.125,0.002153393,0.016161765
1880.209,0.002276524,0.124161765
1880.292,0.002397445,0.093161765
1880.375,0.0025162,0.089161765
1880.459,0.002632833,0.038161765
1880.542,0.002747389,0.061161765
1880.625,0.00285991,0.168161765
1880.709,0.002970437,0.080161765
1880.792,0.003079013,-0.045838235
1880.875,0.003185676,-0.019838235
1880.959,0.003290467,0.039161765
1881.042,0.003393423,0.049161765
1881.125,0.003494583,0.087161765
1881.209,0.003593983,0.162161765
1881.292,0.00369166,0.234161765
1881.375,0.003787648,0.242161765
1881.459,0.003881983,0.043161765
1881.542,0.003977082,0.174161765
1881.625,0.004076109,0.199161765
1881.709,0.004179779,0.065161765
1881.792,0.004287998,0.009161765
1881.875,0.004401071,-0.032838235
1881.959,0.004518901,0.142161765
1882.042,0.004640995,0.353161765
1882.125,0.004767663,0.274161765
1882.209,0.004898814,0.192161765
1882.292,0.00503396,0.015161765
1882.375,0.005173417,-0.006838235
1882.459,0.0053171,0.006161765
1882.542,0.005460553,0.072161765
1882.625,0.005597425,0.132161765
1882.709,0.005725068,0.133161765
1882.792,0.005843671,-0.034838235
1882.875,0.005953814,-0.000838235
1882.959,0.006055274,-0.166838235
1883.042,0.006148226,-0.107838235
1883.125,0.006233241,-0.122838235
1883.209,0.006310083,0.017161765
1883.292,0.006378917,-0.039838235
1883.375,0.006440305,0.037161765
1883.459,0.006493999,0.175161765
1883.542,0.006546116,0.114161765
1883.625,0.006607415,0.078161765
1883.709,0.006681683,0.028161765
1883.792,0.006768655,0.004161765
1883.875,0.006868077,-0.058838235
1883.959,0.006979694,0.022161765
1884.042,0.00710326,-0.025838235
1884.125,0.007238533,0.068161765
1884.209,0.007385277,-0.185838235
1884.292,0.007543259,-0.197838235
1884.375,0.007712253,-0.130838235
1884.459,0.007892035,-0.116838235
1884.542,0.008078811,-0.148838235
1884.625,0.008265291,-0.084838235
1884.709,0.008448303,-0.084838235
1884.792,0.008627917,-0.064838235
1884.875,0.008804204,-0.219838235
1884.959,0.008977232,-0.099838235
1885.042,0.009147069,-0.305838235
1885.125,0.009313779,-0.126838235
1885.209,0.009477428,-0.141838235
1885.292,0.009638077,-0.198838235
1885.375,0.00979579,-0.216838235
1885.459,0.009950626,-0.193838235
1885.542,0.010104234,-0.059838235
1885.625,0.010259817,-0.113838235
1885.709,0.010419323,-0.041838235
1885.792,0.010582673,0.018161765
1885.875,0.010749393,-0.014838235
1885.959,0.010919813,0.145161765
1886.042,0.011093857,-0.139838235
1886.125,0.011271057,-0.225838235
1886.209,0.011451746,-0.178838235
1886.292,0.011635856,-0.056838235
1886.375,0.011822919,0.028161765
1886.459,0.012013274,-0.090838235
1886.542,0.012209637,0.033161765
1886.625,0.012418244,-0.039838235
1886.709,0.012642819,-0.070838235
1886.792,0.012883042,-0.069838235
1886.875,0.013138594,-0.111838235
1886.959,0.013409167,-0.054838235
1887.042,0.013694457,-0.405838235
1887.125,0.013994168,-0.326838235
1887.209,0.014308008,-0.143838235
1887.292,0.014635693,-0.100838235
1887.375,0.014976944,-0.098838235
1887.459,0.015331487,-0.055838235
1887.542,0.015695877,-0.019838235
1887.625,0.016063559,-0.101838235
1887.709,0.016430893,-0.026838235
1887.792,0.016797491,-0.126838235
1887.875,0.017163767,-0.063838235
1887.959,0.01752973,-0.075838235
1888.042,0.017894991,-0.171838235
1888.125,0.018259964,-0.158838235
1888.209,0.018624657,-0.210838235
1888.292,0.018988681,0.024161765
1888.375,0.019352448,-0.014838235
1888.459,0.019715965,0.050161765
1888.542,0.020077652,0.067161765
1888.625,0.020434765,0.056161765
1888.709,0.020785812,0.087161765
1888.792,0.021130916,0.238161765
1888.875,0.0214702,0.152161765
1888.959,0.021803786,0.165161765
1889.042,0.022131789,0.168161765
1889.125,0.022454326,0.305161765
1889.209,0.022771508,0.246161765
1889.292,0.023083447,0.299161765
1889.375,0.023389854,0.194161765
1889.459,0.023690842,0.154161765
1889.542,0.023988112,0.134161765
1889.625,0.024284522,0.073161765
1889.709,0.024581682,-0.028838235
1889.792,0.024879973,-0.004838235
1889.875,0.025179376,-0.101838235
1889.959,0.025479472,0.005161765
1890.042,0.025780646,-0.136838235
1890.125,0.026082877,-0.142838235
1890.209,0.026385749,-0.199838235
1890.292,0.026689648,-0.061838235
1890.375,0.026994555,-0.153838235
1890.459,0.027300053,-0.059838235
1890.542,0.027605338,-0.084838235
1890.625,0.027907237,-0.127838235
1890.709,0.028203437,-0.139838235
1890.792,0.028494056,-0.088838235
1890.875,0.028779208,-0.258838235
1890.959,0.029059005,-0.084838235
1891.042,0.029333559,-0.181838235
1891.125,0.029602976,-0.253838235
1891.209,0.029867363,-0.018838235
1891.292,0.030126822,-0.059838235
1891.375,0.030381456,0.069161765
1891.459,0.030631364,0.033161765
1891.542,0.030877437,0.033161765
1891.625,0.031122933,0.029161765
1891.709,0.031370646,0.099161765
1891.792,0.031620533,-0.009838235
1891.875,0.031872153,-0.178838235
1891.959,0.032125869,0.151161765
1892.042,0.032381641,-0.064838235
1892.125,0.032639031,0.122161765
1892.209,0.032898405,-0.180838235
1892.292,0.033159724,-0.157838235
1892.375,0.033422553,-0.080838235
1892.459,0.033686861,-0.063838235
1892.542,0.033953019,-0.160838235
1892.625,0.03422099,-0.109838235
1892.709,0.034490341,0.009161765
1892.792,0.034761444,-0.042838235
1892.875,0.035034263,-0.294838235
1892.959,0.035308368,-0.318838235
1893.042,0.035584133,-0.598838235
1893.125,0.035861524,-0.399838235
1893.209,0.036140114,-0.060838235
1893.292,0.036420276,-0.146838235
1893.375,0.03670198,-0.169838235
1893.459,0.036984799,-0.065838235
1893.542,0.037268315,0.074161765
1893.625,0.037549337,-0.006838235
1893.709,0.037825135,-0.043838235
1893.792,0.038095818,0.034161765
1893.875,0.038361491,-0.031838235
1893.959,0.038622255,-0.086838235
1894.042,0.038878214,-0.237838235
1894.125,0.039129465,-0.071838235
1894.209,0.039376105,-0.079838235
1894.292,0.039618229,-0.164838235
1894.375,0.039855931,-0.121838235
1894.459,0.0400893,-0.166838235
1894.542,0.040318426,-0.003838235
1894.625,0.040543397,-0.018838235
1894.709,0.040764297,-0.057838235
1894.792,0.040981211,-0.042838235
1894.875,0.04119422,-0.094838235
1894.959,0.041403405,-0.067838235
1895.042,0.041608844,-0.194838235
1895.125,0.041810614,-0.251838235
1895.209,0.042008791,-0.193838235
1895.292,0.042203449,-0.024838235
1895.375,0.04239466,-0.089838235
1895.459,0.042582494,-0.009838235
1895.542,0.042767419,0.027161765
1895.625,0.042952672,0.027161765
1895.709,0.04314103,0.065161765
1895.792,0.043332827,0.060161765
1895.875,0.043527994,0.057161765
1895.959,0.043726066,0.037161765
1896.042,0.043927383,0.046161765
1896.125,0.04413188,0.085161765
1896.209,0.044339096,-0.100838235
1896.292,0.044549375,-0.083838235
1896.375,0.044762654,0.056161765
1896.459,0.044978478,0.158161765
1896.542,0.045196795,0.200161765
1896.625,0.045414377,0.213161765
1896.709,0.045628063,0.190161765
1896.792,0.045837931,0.238161765
1896.875,0.046044062,0.085161765
1896.959,0.046246531,0.259161765
1897.042,0.046445414,0.091161765
1897.125,0.046640784,0.088161765
1897.209,0.046832714,0.042161765
1897.292,0.047021275,0.231161765
1897.375,0.047206535,0.242161765
1897.459,0.047388562,0.154161765
1897.542,0.047567424,0.182161765
1897.625,0.047749938,0.150161765
1897.709,0.047942388,0.151161765
1897.792,0.048144575,0.080161765
1897.875,0.048356697,-0.047838235
1897.959,0.048578158,-0.058838235
1898.042,0.048808769,0.170161765
1898.125,0.049048345,-0.110838235
1898.209,0.049296707,-0.411838235
1898.292,0.049554073,-0.163838235
1898.375,0.049819866,-0.123838235
1898.459,0.050093915,0.042161765
1898.542,0.050376453,-0.016838235
1898.625,0.050664129,-0.002838235
1898.709,0.050953664,-0.008838235
1898.792,0.051245019,-0.172838235
1898.875,0.051538559,-0.137838235
1898.959,0.051834239,-0.037838235
1899.042,0.05213162,0.054161765
1899.125,0.052430671,-0.165838235
1899.209,0.052731357,-0.213838235
1899.292,0.053034046,-0.011838235
1899.375,0.053338698,0.010161765
1899.459,0.053644877,-0.081838235
1899.542,0.053952554,0.052161765
1899.625,0.054255344,0.159161765
1899.709,0.054546593,0.188161765
1899.792,0.054826141,0.167161765
1899.875,0.055093827,0.323161765
1899.959,0.055349895,-0.058838235
1900.042,0.055594979,-0.102838235
1900.125,0.055828906,0.167161765
1900.209,0.056051902,0.127161765
1900.292,0.056264589,0.113161765
1900.375,0.056467176,0.096161765
1900.459,0.056659472,0.162161765
1900.542,0.056841687,0.126161765
1900.625,0.057017204,0.147161765
1900.709,0.057189339,0.153161765
1900.792,0.057358557,0.302161765
1900.875,0.057524919,0.090161765
1900.959,0.057688484,0.183161765
1901.042,0.057849309,0.044161765
1901.125,0.05800745,0.098161765
1901.209,0.058162962,0.154161765
1901.292,0.058315899,0.171161765
1901.375,0.058466314,0.101161765
1901.459,0.058614259,0.146161765
1901.542,0.058759785,0.096161765
1901.625,0.058902941,0.094161765
1901.709,0.059043775,0.007161765
1901.792,0.059182335,-0.016838235
1901.875,0.059318669,-0.020838235
1901.959,0.059452821,-0.078838235
1902.042,0.059584836,0.037161765
1902.125,0.059714759,0.124161765
1902.209,0.059842632,-0.104838235
1902.292,0.059968496,-0.081838235
1902.375,0.060092394,-0.095838235
1902.459,0.060214365,-0.076838235
1902.542,0.060334449,-0.049838235
1902.625,0.060458247,-0.047838235
1902.709,0.060592835,-0.036838235
1902.792,0.060739187,-0.103838235
1902.875,0.060897064,-0.180838235
1902.959,0.061066233,-0.202838235
1903.042,0.061246465,-0.016838235
1903.125,0.061437538,0.137161765
1903.209,0.061639231,-0.056838235
1903.292,0.061851331,-0.182838235
1903.375,0.062073627,-0.184838235
1903.459,0.062305912,-0.198838235
1903.542,0.062547987,-0.151838235
1903.625,0.062799653,-0.228838235
1903.709,0.063059922,-0.221838235
1903.792,0.06332862,-0.287838235
1903.875,0.063605977,-0.263838235
1903.959,0.063891419,-0.278838235
1904.042,0.064184785,-0.403838235
1904.125,0.064485915,-0.357838235
1904.209,0.064794653,-0.342838235
1904.292,0.065111244,-0.263838235
1904.375,0.065435132,-0.262838235
1904.459,0.065766172,-0.210838235
1904.542,0.066104219,-0.243838235
1904.625,0.066441983,-0.201838235
1904.709,0.066769936,-0.239838235
1904.792,0.0670851,-0.169838235
1904.875,0.067387736,0.002161765
1904.959,0.067678498,-0.102838235
1905.042,0.06795723,-0.132838235
1905.125,0.068224178,-0.392838235
1905.209,0.06847998,-0.136838235
1905.292,0.068724863,-0.176838235
1905.375,0.068958653,-0.049838235
1905.459,0.069181575,-0.007838235
1905.542,0.069394249,-0.007838235
1905.625,0.069603637,0.036161765
